Listing_id,Review_id,Date,Reviewer_name,Comments
47345872,7.22E+17,2022/9/23,Kyle,excellent location if you plan on having fun on lar street or working in thelocal hospitals. on site parking makes everything a bit less of a hassle. Short walk from the nearest pubs and grocers means you can practically park your can and forget about it as long as you stay.
44180048,4.40E+17,2021/8/29,Patricia,The location was great right on the park and near fun street with great restaurants (Villa Como - highly recommend). Studio was clear comfortable and easy to access.
22431640,766227313,2021/6/4,Cara,"It was a great little place to spend the night. Parking was convenient and it was easy to walk downtown. For Hamilton fans out there, Phillip Schuyler’s mansion was about a mile away."
6.93E+17,8.91E+17,2023/5/14,Teresa,I wish I could give this place 10 stars! Everything is as described and then some. Will be returning: found my new place in Albany 🥳🙌🏽
50171851,7.54E+17,2022/11/6,Mallery,"Everything was perfect! Such a cute, clean, and convenient apartment!"
28722270,705150636,2020/10/30,Misha,"Great cozy space, private, quiet. Nice central location for getting around. Perfect little place for my trip to Albany!"
7062955,4.64E+17,2021/10/1,Eric,"Absolutely awesome location, right across from the beautiful Washington Park and a very special dog park with nice people. Great neighborhood. Beyond the location, the apartment itself is very dark and has an odor. It has a lot of potential but isn’t well taken care of (light bulbs out, unkept backyard, kitchen fuse blows out often).  We stayed here for the price but would not stay again, even if it meant paying more."
35793179,4.42E+17,2021/9/1,Elicia,Beautiful neighborhood. Good natured and accommodating hosts.
21752534,6.42E+17,2022/6/4,Naomi,Allen is a super host...<br/>He always responds to messages immediately and checking in and out is handled very smoothly. The apartment is well supplied and spotless!... and it is right next a lovely park 😊 <br/>Enjoy your stay!
5.65E+17,8.71E+17,2023/4/16,Dylan,Beautiful place! Loved the stay I had there.
52360097,6.16E+17,2022/4/29,Simon,"Great stay , would recommend to anyone!"
50639032,6.07E+17,2022/4/17,Portia,David was a great host I will visit again .
33558235,5.42E+17,2022/1/17,Adam,We had a great time! Earl's place was clean and he was very quick to respond with any questions or concerns we had.
3820211,212005265,2017/11/15,Ethan,"I only stayed one night but this place was great!  I would echo what others have said - the place is clean and close to a lot of places in the city and I liked the decor.<br/><br/>I should note that, from my personal experience, the on-site parking is not necessarily guaranteed.  When I arrived, there was a car already parked in my designated parking spot, which surprised me.  I asked Terra what I should do but didn't get a reply at the moment (although given that I asked her around midnight, I know that was a shot in the dark).  Thus, I had to drive around for a bit and find street parking elsewhere.  The next day, she responded near check-out time as follows: ""Should only have been a temporary violator. We get those in urban environs.""<br/><br/>This was kind of a bummer because (1) even if it was temporary, it doesn't really do anyone any good because you can't be expected to sit around for an indefinite period of time until the violator moves their car or it gets towed; and (2) I picked this listing in part because I was relying on the fact that there would be on-site parking available and was hoping to avoid exactly the kind of scenario I encountered.  <br/><br/>I understand that Terra cannot control all the cars that come and go in her parking lot and don't fault her for that.  However, I would have appreciated if the Airbnb listing indicated clearly that parking violators can be expected and that parking is not guaranteed so that I would have been better informed when making my choice.<br/><br/>Anyway, that's the only issue I had.  Other than that, it was an enjoyable stay!"
44180048,4.78E+17,2021/10/21,Piotr,"The place was great! It was very clean, well furnished, and has a great design with a true vintage feel. Lloyd was very responsive and check-in and check-out were easy. We really enjoyed our stay!!!"
6.93E+17,8.43E+17,2023/3/8,Naomi,"Spacious, quiet and tastefully furnished, with lovely hotelstyle bedding and luxury towels. All worked out smoothly and Rabia was super responsive and friendly when i had questions. Highly recommend"
42490432,656423422,2020/8/25,Rachel,"Diana's place is in walking distance to most things you want to see/visit in Albany. Very unique apartment layout, really cute."
6.68E+17,8.15E+17,2023/1/29,Morgan,"A home with very old bones in the center of the city. So much history! We were able to walk to a basketball game at the arena. Great coffee a few blocks away at Stacks. The apartment was comfortable and well stocked.<br/>Had a fun weekend, thank you."
53567589,7.65E+17,2022/11/21,Devyn,The apartment was more spacious than I had imagined and super clean! Everything was fresh and well stocked and we very much enjoyed our stay!! Brian was a great host who responded immediately to any question I had as well as checked in on us to see how the stay was going. 10/10 would stay again and recommend. Thanks!!
13083497,260075449,2018/5/3,Jason,Living in the house feels live in my home.
24120690,252377085,2018/4/10,Jillian,The host canceled this reservation 37 days before arrival. This is an automated posting.
25549565,508241914,2019/8/12,Mark,Great little private space right in the center of Lark Street. Close to tons of stuff to do. Janet was great host even when we accidentally locked ourselves out of the room in the middle of the night.
24655782,499537681,2019/7/31,Jia,The apartment is really comfortable and clean! The location is also good just nearby a park with 15 minutes walk to the central city. The responses are also very quick!
45529447,4.71E+17,2021/10/11,Rachel,"This was a perfect spot to stay in while we ran the Mohawk Hudson Marathon.  It was a great location to get to the buses and the finish of the race.  Easy access , clean and comfortable!"
27833958,6.18E+17,2022/5/2,Jill Fisher,"Colleen's house was perfect, and she was a gracious hostess.  We had multiple family members traveling to Albany and we needed a house that we could all stay in.  The house was exactly as outlined in her posting."
39864828,7.38E+17,2022/10/15,Jacob,Matt’s a great host. His condo is in a great location and has everything you would need.  Checkin and parking are very convenient. You can’t go wrong with the stay.
34330970,5.65E+17,2022/2/18,Nathan,Great location! Spacious apartment and great communication!
9005989,6.54E+17,2022/6/21,Brittany,"Great location, easy check-in, host was very quick to respond."
7.39E+17,8.98E+17,2023/5/23,Tina,I liked it here and am glad I picked it. Felt at home and it fit my budget. Clean and uncluttered. Jason was super communicative and friendly. I would stay again! Thanks Jason!
6.37E+17,7.06E+17,2022/8/31,Jasmine,Great place to stay!
35914565,5.09E+17,2021/12/3,Jackson,"Great host, quick and thorough communication. The apartment was very nice and spacious, and the jacuzzi tub was awesome"
50211226,8.62E+17,2023/4/4,Adam,Well-maintained Airbnb in great location. Highly recommend.
20633175,723674077,2021/1/11,Seth,The apartment suited our needs quite well.<br/>It was very clean and comfortable.<br/>A great place right in the heart of Albany.
53645427,7.04E+17,2022/8/28,Rina,This place was perfect and super cute! Very clean! I def recommend.
51964868,5.04E+17,2021/11/25,Allison,My stay here was awesome. Would highly recommend. The host was always available with anything I needed.
3820211,56760176,2015/12/17,Drew,"Terra,<br/>Thank you for the great place. It was clean and comfortable. The location was very convenient.<br/>It was a pleasure meeting you and Matt."
